event_id,source,latitude,longitude,event_date,date_precision,state,rainfall_6h,rainfall_24h,rainfall_72h,rainfall_7d,rainfall_available,elevation,slope,aspect,curvature,terrain_ruggedness,dem_available,landslide,missing_dem,missing_rainfall
1751,GSI,28.315484,95.982181,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1752,GSI,28.31658,96.61508,2013,year,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1753,GSI,28.31731,95.956718,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1754,GSI,28.319141,95.956918,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1755,GSI,28.321143,95.779346,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1756,GSI,28.32225,95.780295,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1757,GSI,28.322889,95.203694,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1758,GSI,28.327545,95.783923,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1759,GSI,28.330336,95.794313,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1760,GSI,28.335249,95.788465,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1761,GSI,28.335376,94.956509,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1762,GSI,28.33836,95.781715,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1763,GSI,28.342551,94.987136,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1764,GSI,28.355501,94.679544,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1765,GSI,28.359553,95.948576,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1766,GSI,28.366417,95.221194,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1767,GSI,28.378694,95.230667,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1768,GSI,28.384833,95.233806,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1769,GSI,28.386722,95.240833,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1770,GSI,28.386806,95.240111,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1771,GSI,28.38919722,95.92776111,2024-04-24,day,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1772,GSI,28.399111,95.241361,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1773,GSI,28.402139,95.243944,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1774,GSI,28.402417,95.245944,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1775,GSI,28.412722,95.247722,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1776,GSI,28.415028,95.247083,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1777,GSI,28.42636,94.6774,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1778,GSI,28.427393,94.674582,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1779,GSI,28.429931,94.6778,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1780,GSI,28.430622,94.674225,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1781,GSI,28.434292,95.876106,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1782,GSI,28.436019,94.668744,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1783,GSI,28.438898,95.85009,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1784,GSI,28.439344,94.669332,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1785,GSI,28.440082,94.66913,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1786,GSI,28.443016,94.664795,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1787,GSI,28.443033,94.668074,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1788,GSI,28.448428,95.855303,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1789,GSI,28.450374,95.855884,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1790,GSI,28.452528,95.239333,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1791,GSI,28.454481,95.854029,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1792,GSI,28.455284,95.854018,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1793,GSI,28.455655,94.680282,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1794,GSI,28.455769,94.680664,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1795,GSI,28.457775,95.853489,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1796,GSI,28.459267,94.680108,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1797,GSI,28.462314,95.849136,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1798,GSI,28.464936,95.852312,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1799,GSI,28.469481,95.849951,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1800,GSI,28.470167,95.233333,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1801,GSI,28.471388,95.852234,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1802,GSI,28.472858,95.858449,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1803,GSI,28.472863,95.858934,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1804,GSI,28.472919,95.857932,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1805,GSI,28.472966,95.857242,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1806,GSI,28.474093,95.847423,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1807,GSI,28.476722,95.841356,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1808,GSI,28.479902,95.839317,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1809,GSI,28.481108,95.838317,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1810,GSI,28.484056,95.207056,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1811,GSI,28.487041,95.848265,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1812,GSI,28.4875,95.213417,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1813,GSI,28.487904,95.84071,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1814,GSI,28.488264,95.842761,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1815,GSI,28.489492,95.845459,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1816,GSI,28.490278,95.203194,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1817,GSI,28.490519,95.832301,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1818,GSI,28.490727,95.833473,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1819,GSI,28.4915,95.202944,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1820,GSI,28.494378,95.825225,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1821,GSI,28.497294,95.827044,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1822,GSI,28.497917,95.191639,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1823,GSI,28.498405,95.827217,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1824,GSI,28.498464,95.828278,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1825,GSI,28.506306,94.873361,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1826,GSI,28.509,95.177639,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1827,GSI,28.510528,95.177722,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1828,GSI,28.512056,95.1805,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1829,GSI,28.514083,95.178278,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1830,GSI,28.516083,95.178028,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1831,GSI,28.522806,95.172639,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1832,GSI,28.527722,95.173556,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1833,GSI,28.527944,94.309444,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1834,GSI,28.528778,95.173278,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1835,GSI,28.531528,95.050417,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1836,GSI,28.535474,94.597063,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1837,GSI,28.540139,95.168667,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1838,GSI,28.543178,94.633991,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1839,GSI,28.550472,95.06325,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1840,GSI,28.550694,95.158333,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1841,GSI,28.560139,95.149472,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1842,GSI,28.56525,95.148333,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1843,GSI,28.568694,95.143556,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1844,GSI,28.605528,95.105528,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1845,GSI,28.606804,95.864088,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1846,GSI,28.608016,95.854035,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1847,GSI,28.609263,95.856878,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1848,GSI,28.609361,95.088583,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1849,GSI,28.614667,95.063611,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1850,GSI,28.615028,95.053306,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1851,GSI,28.615893,95.859914,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1852,GSI,28.617333,95.049556,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1853,GSI,28.617667,95.056444,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1854,GSI,28.618542,95.858124,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1855,GSI,28.619917,95.057583,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1856,GSI,28.621593,95.855998,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1857,GSI,28.62267,95.856377,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1858,GSI,28.622722,95.043528,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1859,GSI,28.625048,95.857251,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1860,GSI,28.625114,95.852703,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1861,GSI,28.626972,95.035722,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1862,GSI,28.628208,95.85647,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1863,GSI,28.632361,95.037917,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1864,GSI,28.633861,95.023806,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1865,GSI,28.638336,95.856331,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1866,GSI,28.639389,95.033639,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1867,GSI,28.693837,94.973784,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1868,GSI,28.694531,95.001999,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1869,GSI,28.694778,95.001887,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1870,GSI,28.706748,94.985298,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1871,GSI,28.716426,94.969346,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1872,GSI,28.720187,94.971636,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1873,GSI,28.723166,94.959687,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1874,GSI,28.729371,94.92012,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1875,GSI,28.740576,94.867317,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1876,GSI,28.740874,94.866397,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1877,GSI,28.744078,94.86976,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1878,GSI,28.752815,94.893869,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1879,GSI,28.754928,94.8954,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1880,GSI,28.760937,95.865649,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1881,GSI,28.762661,94.860138,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1882,GSI,28.763514,95.868872,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1883,GSI,28.763802,95.868513,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1884,GSI,28.772473,95.867921,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1885,GSI,28.77363,95.869239,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1886,GSI,28.774623,95.89086,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1887,GSI,28.775381,95.898382,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1888,GSI,28.775779,95.890362,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1889,GSI,28.775918,95.874296,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1890,GSI,28.779408,94.859327,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1891,GSI,28.782426,94.810546,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1892,GSI,28.783517,95.904106,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1893,GSI,28.784231,95.906188,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1894,GSI,28.785391,95.892707,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1895,GSI,28.786868,95.908637,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1896,GSI,28.787001,94.81686,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1897,GSI,28.787486,94.819425,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1898,GSI,28.787937,94.820098,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1899,GSI,28.789647,95.894965,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1900,GSI,28.793279,94.848477,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1901,GSI,28.800083,94.842265,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1902,GSI,28.808133,95.926984,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1903,GSI,28.809244,95.92821,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1904,GSI,28.810126,94.785508,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1905,GSI,28.813805,95.919362,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1906,GSI,28.813905,95.920439,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1907,GSI,28.816882,94.791032,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1908,GSI,28.817009,94.791755,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1909,GSI,28.817477,95.922181,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1910,GSI,28.822521,95.92931,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1911,GSI,28.822525,95.93415,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1912,GSI,28.823558,95.882966,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1913,GSI,28.823766,95.922046,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1914,GSI,28.824703,95.93119,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1915,GSI,28.827069,95.9225,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1916,GSI,28.830097,94.874715,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1917,GSI,28.830316,95.877843,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1918,GSI,28.830919,95.880901,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1919,GSI,28.831619,95.882949,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1920,GSI,28.831826,95.882841,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1921,GSI,28.836083,95.963806,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1922,GSI,28.846067,95.865922,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1923,GSI,28.852213,95.863907,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1924,GSI,28.85641,95.859872,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1925,GSI,28.858358,95.858469,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1926,GSI,28.863017,95.856703,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1927,GSI,28.868037,95.983398,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1928,GSI,28.871556,95.852732,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1929,GSI,28.873622,95.850285,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1930,GSI,28.874939,95.981911,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1931,GSI,28.87826,95.847156,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1932,GSI,28.937833,95.820661,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1933,GSI,28.940482,95.82044,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1934,GSI,28.9407,95.82058,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1935,GSI,28.963981,95.808627,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1936,GSI,27.2575411,93.7963965,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1937,GSI,27.2858578,93.798472,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1938,GSI,27.105253,93.825399,2024-06-18,day,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1939,GSI,27.121136,93.762164,2024-06-18,day,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1940,GSI,27.121136,93.762164,2024-06-18,day,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1941,GSI,28.38919722,95.92776111,2024-04-24,day,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1942,GSI,27.092699,92.58314,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1943,GSI,27.059755,93.522666,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1944,GSI,27.322582,93.048256,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1945,GSI,27.313874,93.045623,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1946,GSI,27.311231,93.04677,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1948,GSI,27.309745,93.047722,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1949,GSI,27.304291,93.052835,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1951,GSI,27.308143,93.059302,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1952,GSI,27.301468,93.053244,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1953,GSI,27.302253,93.050932,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1954,GSI,27.293539,93.050398,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1955,GSI,27.296928,93.088111,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1961,GSI,27.301412,93.051563,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1962,GSI,27.311571,93.046703,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1963,GSI,27.216933,93.066329,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1969,GSI,27.053976,93.494166,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1972,GSI,27.213127,92.652213,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1973,GSI,27.062298,93.531487,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1974,GSI,27.109398,93.61692,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1975,GSI,27.084417,92.586622,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1976,GSI,28.199641,95.811903,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1977,GSI,28.198566,95.813206,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1978,GSI,28.194898,95.807336,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1979,GSI,27.08386,92.587656,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1980,GSI,28.244256,95.920559,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1984,GSI,27.160636,93.738873,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1994,GSI,27.157291,93.739896,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1995,GSI,27.216933,93.066329,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1996,GSI,27.158579,93.74103,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1997,GSI,27.162502,93.746553,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1998,GSI,27.16186,93.747535,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
1999,GSI,27.166107,93.750907,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2000,GSI,27.166864,93.755668,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2001,GSI,27.169659,93.756277,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2002,GSI,27.184921,93.782324,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2003,GSI,27.188151,93.78308,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2004,GSI,27.192865,93.781908,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2005,GSI,27.194916,93.778683,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2006,GSI,27.197293,93.782341,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2007,GSI,27.20833,93.794568,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2008,GSI,27.227449,93.798727,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2009,GSI,27.228061,93.797954,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2010,GSI,27.228511,93.799206,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2011,GSI,27.229356,93.800968,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2012,GSI,27.23616,93.807069,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2013,GSI,27.23719,93.80556,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2014,GSI,27.238406,93.806341,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2015,GSI,27.239998,93.807194,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2016,GSI,27.246268,93.804628,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2017,GSI,27.248114,93.805987,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2018,GSI,27.252527,93.804341,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2019,GSI,27.25649,93.795077,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2020,GSI,27.257603,93.796335,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2021,GSI,27.177138,92.576909,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2022,GSI,27.178567,92.583154,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2024,GSI,27.184248,92.579624,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2025,GSI,27.109398,93.61692,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2026,GSI,27.113024,93.606339,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2027,GSI,27.307958,93.498326,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2028,GSI,27.318647,92.77855,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2029,GSI,27.24867,92.737685,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2030,GSI,27.288425,92.769407,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2031,GSI,27.080299,93.574089,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2032,GSI,27.079763,93.573921,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2033,GSI,27.078192,93.572402,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2034,GSI,27.077728,93.57163,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2035,GSI,27.076582,93.569035,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2036,GSI,27.069837,93.5542,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2037,GSI,27.069615,93.550726,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2038,GSI,27.066648,93.536536,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2039,GSI,27.213127,92.652213,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2041,GSI,27.053976,93.494166,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2042,GSI,27.2594,93.796312,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2043,GSI,27.267809,93.801259,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2044,GSI,27.269714,93.802353,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2045,GSI,27.270257,93.798647,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2046,GSI,27.274387,93.797815,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2047,GSI,28.139996,95.259634,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2048,GSI,28.136244,95.245136,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2049,GSI,27.622016,93.841176,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2050,GSI,27.622973,93.841316,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2051,GSI,27.623829,93.841776,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2052,GSI,27.623885,93.841824,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2053,GSI,27.631,93.8465,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2054,GSI,27.633,93.8464,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
2055,GSI,27.636624,93.8485,,none,Arunachal Pradesh,,,,,False,,,,,,False,1,True,True
